table,position,source_header,dest_header,datatype,valuetype,start,width,size,summary,description
geofile,47,puma5,puma5,int,,169,5,,,Public Use Microdata Area 5% File 
geofile,49,geoid,geoid,str,,179,40,,,Geographic Identifier 
geofile,50,name,name,str,,219,200,,,Area Name 
geofile_schema,1,id,id,int,,,,,,
geofile_schema,2,seq,seq,int,,,,,,
geofile_schema,3,name,name,str,,,,,,
geofile_schema,4,description,description,str,,,,,,
geofile_schema,5,width,width,int,,,,,,
geofile_schema,6,start,start,int,,,,,,
geofile_schema,7,geolevels,geolevels,str,,,,,,
geofile_schema,8,year,year,int,,,,,,
geofile_schema,9,release,release,str,,,,,,
split_geofile,1,id,id,int,,,,,,
split_geofile,2,fileid,fileid,str,,,,,,
split_geofile,3,stusab,stusab,str,,,,,,
split_geofile,4,sumlevel,sumlevel,int,,,,,,
split_geofile,5,component,component,str,,,,,,
split_geofile,6,logrecno,logrecno,int,,,,,,
split_geofile,7,us,us,int,,,,,,
split_geofile,8,region,region,int,,,,,,
split_geofile,9,division,division,int,,,,,,
split_geofile,10,statece,statece,str,,,,,,
split_geofile,11,state,state,int,,,,,,
split_geofile,12,county,county,int,,,,,,
split_geofile,13,cousub,cousub,int,,,,,,
split_geofile,14,place,place,int,,,,,,
split_geofile,15,tract,tract,int,,,,,,
split_geofile,16,blkgrp,blkgrp,int,,,,,,
split_geofile,17,concit,concit,int,,,,,,
split_geofile,18,aianhh,aianhh,int,,,,,,
split_geofile,19,aianhhfp,aianhhfp,str,,,,,,
split_geofile,20,aihhtli,aihhtli,str,,,,,,
split_geofile,21,aitsce,aitsce,int,,,,,,
split_geofile,22,aits,aits,str,,,,,,
split_geofile,23,anrc,anrc,int,,,,,,
split_geofile,24,cbsa,cbsa,int,,,,,,
split_geofile,25,csa,csa,int,,,,,,
split_geofile,26,metdiv,metdiv,int,,,,,,
split_geofile,27,macc,macc,str,,,,,,
split_geofile,28,memi,memi,int,,,,,,
split_geofile,29,necta,necta,int,,,,,,
split_geofile,30,cnecta,cnecta,int,,,,,,
split_geofile,31,nectadiv,nectadiv,int,,,,,,
split_geofile,32,ua,ua,int,,,,,,
split_geofile,33,cdcurr,cdcurr,int,,,,,,
split_geofile,34,sldu,sldu,str,,,,,,
split_geofile,35,sldl,sldl,str,,,,,,
split_geofile,36,submcd,submcd,int,,,,,,
split_geofile,37,sdelm,sdelm,str,,,,,,
split_geofile,38,sdsec,sdsec,str,,,,,,
split_geofile,39,sduni,sduni,str,,,,,,
split_geofile,40,ur,ur,str,,,,,,
split_geofile,41,pci,pci,str,,,,,,
split_geofile,42,puma5,puma5,int,,,,,,
split_geofile,43,geoid,geoid,str,,,,,,
split_geofile,44,name,name,str,,,,,,
sumlevels,1,id,id,int,,,,,,
sumlevels,2,sumlevel,sumlevel,int,,,,,,
sumlevels,3,description,description,str,,,,,,
sumlevels,4,year,year,int,,,,,,
sumlevels,5,release,release,str,,,,,,
